"asset_id","label","image_file","prompt_file","source_image_sha256","public_image_sha256","source_prompt_sha256","package_prompt_sha256","visibility","selection_seed","pixel_change","prompt_change"
"A026","上衣+短裤","images/A026-上衣+短裤.png","prompts/A026-上衣+短裤.txt","EF9554A0C0F417300406A96804B38D45F79F1A9F1B188BAA1106D1A0E45D5147","EF9554A0C0F417300406A96804B38D45F79F1A9F1B188BAA1106D1A0E45D5147","C9C0D8EDD738F18006431EDF1F46803B820D8ECA455786F764ED08BBAB253DB1","F01748D37C0D1234C3A97998142A1813CDBD58BE9C27CCA294927EA7006E9F61","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A023","上衣+长裤","images/A023-上衣+长裤.png","prompts/A023-上衣+长裤.txt","CAAC1A8D37E12EE11C440D92F0BB34D2D8AA3B991660C5D76AD5582386239785","CAAC1A8D37E12EE11C440D92F0BB34D2D8AA3B991660C5D76AD5582386239785","B12BECB53E58269A1AC1D9AABB236CA06AEC2CCE142FE0E8D065CF94C852E86F","3C5D2DA5DF844E2C564FFBBC9E255BD8D40595988C3F3D53FC68A06F9D56B08C","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A059","时装穿搭","images/A059-时装穿搭.png","prompts/A059-时装穿搭.txt","43D4DABA4303260A836DE30A45FE665FCD909B2FD894A498A66F4EE2CC9291EB","43D4DABA4303260A836DE30A45FE665FCD909B2FD894A498A66F4EE2CC9291EB","760F0777E6A1389068EC8D09CAC5032DF7F43ACB6CAC7EE00388761F8ADABD89","D5C5B18E67208D0E55121DE529FFEE82D1B940B2F557F0C906B19300BF9304DE","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A091","衬衫+短裤","images/A091-衬衫+短裤.png","prompts/A091-衬衫+短裤.txt","EB19CAAFA8C9D489D1C591B68008DA122EDDAF989B48A96160A242DFE8BB70CD","EB19CAAFA8C9D489D1C591B68008DA122EDDAF989B48A96160A242DFE8BB70CD","2CDB58F747E6B1E5883024697AAFDD60B37E73396AA21E8E3EC55E5E4246930D","4D129878410DB228B3476264B9E56BB89F2E0C9438326A94C223CB291F10CEF6","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A097","上衣+长裤","images/A097-上衣+长裤.png","prompts/A097-上衣+长裤.txt","7A8FC3DCE11BFF091F4630D64B8CF8796A1935E03C3DDB34D6E2B9715C08042D","7A8FC3DCE11BFF091F4630D64B8CF8796A1935E03C3DDB34D6E2B9715C08042D","58033F54130DB57D62BE53DB94512F3EF2784288C486198A8B7242CC5F7BE296","D9B483E48716F0118CC346F50B2A5E5A55DD07C49CE4211D8B7935ECA46B57E0","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A184","上衣+长裤","images/A184-上衣+长裤.png","prompts/A184-上衣+长裤.txt","947FAD96100CD51553748E7CD21FDBA6097F2A43595856DDD3310A7371ADD3CA","947FAD96100CD51553748E7CD21FDBA6097F2A43595856DDD3310A7371ADD3CA","C8DEAD51C2E55CB0E6AD0E071ADCE8B1151812180164202D4F6A17C8BF21CA63","980533F0D7F7F8198968DA1D8E7B5787391EBF8334DDF2054B4FD123B577871B","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A088","衬衫+下装","images/A088-衬衫+下装.png","prompts/A088-衬衫+下装.txt","C31FBC1ACB1297897E2B35204CB33E3F0FC3B469A732EC3B4E6F1102BCF04E83","C31FBC1ACB1297897E2B35204CB33E3F0FC3B469A732EC3B4E6F1102BCF04E83","203CC7EC0D3C48B1DE8E37492690A1B7777833B23A35B1D0E5C731FCEF34715B","3688F90536DA6D82821197BC63FC6DC6BF028B2D505F748336FDD300BAF43F35","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A109","上衣+长裤","images/A109-上衣+长裤.png","prompts/A109-上衣+长裤.txt","E84E9A4178CB59B322D3EDAB53135FDCCBF8A5450876306DDF1D5264A7B7940A","E84E9A4178CB59B322D3EDAB53135FDCCBF8A5450876306DDF1D5264A7B7940A","3A31D3030AF8B9C4365A33763BE9573BEA59642FAFF3F6697C73A42C195C3DAF","4B59A1A3B2B18ABB0B35067BC82F19D5514DE6938F1FC7FFF4CECAAA838025FA","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A006","衬衫+下装","images/A006-衬衫+下装.png","prompts/A006-衬衫+下装.txt","B1CE8E6A92773DCF3F0A66DB95AB3766F850B67C47BBBE7917CD91ECC1C42573","B1CE8E6A92773DCF3F0A66DB95AB3766F850B67C47BBBE7917CD91ECC1C42573","DF29A486A6C72118BC0CBDB76DEA31B6B0A7C823E8A5279BA7E8EECBD8FE281F","9040BC0E7BAF580B1D3183582100D4A7D74804BDBF7E75826C4074A37BFCCC32","public_candidate","20260724","no","source_and_sharing_notice_appended"
"A058","上衣+长裤","images/A058-上衣+长裤.png","prompts/A058-上衣+长裤.txt","D465FE96AB6B3892F458BEF86A71741CFFD7061A2816DB9678DB242A76B0342E","D465FE96AB6B3892F458BEF86A71741CFFD7061A2816DB9678DB242A76B0342E","71CC4D95CDAE0F099EB50966F2B608B2A81A5BF9DE687E604D6C51E40114F6DF","F7E670C9D96BA61C6067080F54A9D2A5D9F72EFA642DB6FCA475F8ADFD7C5208","public_candidate","20260724","no","source_and_sharing_notice_appended"
